,filename,transcription,filepath
206,tem_04272_01205489943,గ్రామములో ఒక ప్రాథమిక పాఠశాల మరియు జిల్లా పరిషత్ ఉన్నత పాఠశాల ఉన్నవి,end_to_end\tem_04272_01205489943.wav
207,tem_02769_02122092311,ఎక్కువమంది స్థానికులు హిందువులు,end_to_end\tem_02769_02122092311.wav
208,tem_06359_00366371350,ఋషి సాంప్రదాయాన్ని గురుకులం అని అంటారు,end_to_end\tem_06359_00366371350.wav
209,tem_00974_00217262396,ఆ సినిమా బాగా ఆడలేదు,end_to_end\tem_00974_00217262396.wav
210,tem_00113_01311359886,ఈ సందర్భంగా భక్తులతో ఆలయం కిటకిటలాడినది,end_to_end\tem_00113_01311359886.wav
211,tem_04272_01520470176,ఇదే ఆమె ఆఖరి అత్యున్నత ప్రతిభ,end_to_end\tem_04272_01520470176.wav
212,tem_09015_00655726557,నువ్వే మాకు గతివి,end_to_end\tem_09015_00655726557.wav
213,tem_06359_00409391074,సత్వగుణము వలన శ్రద్ధ పుడుతుంది,end_to_end\tem_06359_00409391074.wav
214,tem_00682_01206526551,సాధారణ వర్షపాతం ఆరు వందలు నాలుగు మీమీ,end_to_end\tem_00682_01206526551.wav
215,tem_09015_01821308707,జిల్లా పరిషత్ బాలికల ఉన్నత పాఠశాల నాలుగు,end_to_end\tem_09015_01821308707.wav
216,tem_06917_00592310920,కన్యాశుల్కం నాటకం గురజాడ అప్పారావు రాసిన సాంఘిక నాటకం,end_to_end\tem_06917_00592310920.wav
217,tem_02769_02138230507,పురోహితునికి సాధారణమైన పేరు వశిష్ఠుడు,end_to_end\tem_02769_02138230507.wav
218,tem_06359_01438311068,అది భారతదేశ చరిత్రలో ఒక ప్రధాన ఘట్టము,end_to_end\tem_06359_01438311068.wav
219,tem_04272_01832677908,కాంతి గారు తెలుగు వికీపీడియాకు స్వాగతం వికీపీడియాలో సభ్యులైనందుకు అభినందనలు,end_to_end\tem_04272_01832677908.wav
220,tem_09015_01364239057,విజయనగర సామ్రాజ్యం చాలా విశాలంగా ఉండేది,end_to_end\tem_09015_01364239057.wav
221,tem_09015_01926167729,అచ్చా ప్యారీ బాపురే,end_to_end\tem_09015_01926167729.wav
222,tem_09015_00461799540,పాదపద్మములు,end_to_end\tem_09015_00461799540.wav
223,tem_02769_01814306683,ఇది బెల్గుడా ఉపవిభాగంలో ఉంది,end_to_end\tem_02769_01814306683.wav
224,tem_02812_01546023764,పిన్ కోడ్ అయిదు వందలు ముప్పై నాలుగు నాలుగు వందలు ఇరవై ఆరు,end_to_end\tem_02812_01546023764.wav
225,tem_04272_01245718228,ఇది తెలుగులో మొదటి సాంఘిక చిత్రం,end_to_end\tem_04272_01245718228.wav
226,tem_02812_00937750784,లీలఓ ఓహొ చారుశీల లేజవరాలా సొగసు భళా వి,end_to_end\tem_02812_00937750784.wav
227,tem_02812_00029983641,అది కార్చిచ్చులా ఇప్పుడు రగులుతుంది,end_to_end\tem_02812_00029983641.wav
228,tem_04272_00371443344,ఈ ఎర్ర లింకులను నొక్కి కొత్త పేజీలను తయారు చెయ్యవచ్చు కూడా,end_to_end\tem_04272_00371443344.wav
229,tem_04272_01280896186,గజల్ అనగా స్త్రీ సంభాషణ స్త్రీల సంభాషణ,end_to_end\tem_04272_01280896186.wav
230,tem_00682_00631852062,గానం/సంగీతం మహాభాష్యం చిత్తరంజన్,end_to_end\tem_00682_00631852062.wav
231,tem_04771_00931550362,అలాగే కొనసాగండి,end_to_end\tem_04771_00931550362.wav
232,tem_09525_01172503208,చదివి అర్ధంచేసుకోలేం\n,end_to_end\tem_09525_01172503208.wav
233,tem_08680_01562876081,కానీ నిస్సంశయముగా వారికి సమకాలీనుడు\n,end_to_end\tem_08680_01562876081.wav
234,tem_06359_02087295099,ఆత్మను దర్శించిన వాడే మోక్షముకు అర్హుడు,end_to_end\tem_06359_02087295099.wav
235,tem_04771_01522125296,దక్షిణం వైపుగా,end_to_end\tem_04771_01522125296.wav
236,tem_04771_00960563942,నూట యాభై మీటర్‌లలో,end_to_end\tem_04771_00960563942.wav
237,tem_04272_01891865717,ఇస్లామీయ ప్రపంచం లో ఇది ప్రధమ మదరసా,end_to_end\tem_04272_01891865717.wav
238,tem_00682_01738844091,ఈ నేపథ్యంలో వెయ్యి ఏడు వందలు నలభై తొమ్మిదిలో షాహూజీ మరణించాడు,end_to_end\tem_00682_01738844091.wav
239,tem_04272_00288589227,భారత భాషలలో విజ్ఞాన సర్వస్వం ఆరంభమైంది తెలుగులోనే,end_to_end\tem_04272_00288589227.wav
240,tem_05479_00907538055,కడప ఆంధ్ర ప్రదేశ్ రాష్ట్రములోని కడప జిల్లాకు చెందిన ఒక మండలము\n,end_to_end\tem_05479_00907538055.wav
241,tem_03338_00347982994,చోరగణ తిలకము,end_to_end\tem_03338_00347982994.wav
242,tem_00682_00353105455,చిన్నప్పటి నుంచి సంగీతమంటే తగని ఆసక్తి,end_to_end\tem_00682_00353105455.wav
243,tem_04771_01845712672,ఒక మైలులో,end_to_end\tem_04771_01845712672.wav
244,tem_04272_01338942361,ఇప్పటికే ఏమైనా రాసి ఉంటే అది కనిపిస్తుంది,end_to_end\tem_04272_01338942361.wav
245,tem_05479_00393263146,మళ్ళీ పరిశీలించి మీ అభిప్రాయం వ్రాయండి\n,end_to_end\tem_05479_00393263146.wav
246,tem_02769_00634581293,ఎస్విరామారావు నాటి వంద ఒక చిత్రాలు,end_to_end\tem_02769_00634581293.wav
247,tem_06359_00533179660,జనాభా మరియు సమాజ జీవ శాస్త్రా సిరీస్ పదహారు,end_to_end\tem_06359_00533179660.wav
248,tem_03338_01486173708,తరువాత కుంతీదేవి ఆశీర్వాదము తీసుకున్నారు,end_to_end\tem_03338_01486173708.wav
249,tem_04272_00849168583,దాదాసాహెబ్ ఫాల్కే అవార్డు గ్రహీత అక్కినేని నాగేశ్వరరావు,end_to_end\tem_04272_00849168583.wav
250,tem_02812_02117148240,అయినా ఏ మాత్రం ప్రతిస్పందన రాలేదు,end_to_end\tem_02812_02117148240.wav
251,tem_02812_01819278725,ఈ గ్రామంలో జిల్లా పరిషత్ ఉన్నత పాఠశాల కలదు,end_to_end\tem_02812_01819278725.wav
252,tem_02769_01245160916,ఒక చెట్టు కింద విశ్రమించారు,end_to_end\tem_02769_01245160916.wav
253,tem_09015_01304502412,అందుకు పంచకర్మ చికిత్సలు చేయించుకోవాలి,end_to_end\tem_09015_01304502412.wav
254,tem_00682_01119452993,దీనిని చోళరాజుల కాలంలో నిర్మించినారు,end_to_end\tem_00682_01119452993.wav
255,tem_09525_00939675579,మసిద్ వ్యాసానికి జత చేస్తాను రెండు మూడు రోజులలో\n,end_to_end\tem_09525_00939675579.wav
256,tem_06359_00044296741,పిన్ కోడ్ అయిదు వందలు ఇరవై రెండు నాలుగు వందలు ముప్పై అయిదు,end_to_end\tem_06359_00044296741.wav
257,tem_08680_00623855953,ఈ సినిమాలో రెండు పాటలను ఆరుద్ర రచించారు\n,end_to_end\tem_08680_00623855953.wav
258,tem_08680_01009717275,మీరు వ్రాసిన ప్రకాశం జిల్లా ప్రముఖుల జాబితాను చూశాను\n,end_to_end\tem_08680_01009717275.wav
259,tem_00974_00538157597,చదువు అయిదువ తరగతి,end_to_end\tem_00974_00538157597.wav
260,tem_04771_01279300117,ఆరు వందల మీటర్‌లలో,end_to_end\tem_04771_01279300117.wav
261,tem_02812_00372225012,అలాంటి అంశాలు మనిషిలోనూ ఉంటాయి,end_to_end\tem_02812_00372225012.wav
262,tem_09015_00577471814,అందులో రెండు అర్థసెంచరీలు ఉన్నాయి,end_to_end\tem_09015_00577471814.wav
263,tem_02769_00105392699,చంద్రమోహన్ మెమోరియల్ స్వర్ణ పతకం,end_to_end\tem_02769_00105392699.wav
264,tem_00682_01857477627,రాజు గారికి ఏమీ అర్థం కాలేదు,end_to_end\tem_00682_01857477627.wav
265,tem_09525_01210609996,పైగా అవి ప్రమాదకరం\n,end_to_end\tem_09525_01210609996.wav
266,tem_04272_00459629548,ఆయన స్వస్థలం శ్రీకాకుళం జిల్లా రాజాం,end_to_end\tem_04272_00459629548.wav
267,tem_09222_01910139569,అంతర్జాలం మీద ఆంగ్లం ఆధిక్యత కలిగి ఉంది\n,end_to_end\tem_09222_01910139569.wav
268,tem_02769_00847370578,కంబ మహాకవి పుట్టిన ప్రదేశము,end_to_end\tem_02769_00847370578.wav
269,tem_09222_01549906625,దీదీ దీదీ అంటూ వంతరాగాలు పాడతారు,end_to_end\tem_09222_01549906625.wav
270,tem_03338_01165791338,నీవు సుమంగళిగా జీవించు,end_to_end\tem_03338_01165791338.wav
